dim_month,customer_name,product_name,usage_value,usage_unit,partner,type
202206,Hoobex,CDN Sales Edgecast,0,GB,Edgio,MTD
202208,TVRI,CDN Sales Edgecast,1973220.54,GB,Edgio,MTD
202209,TVRI,CDN Sales Edgecast,2036226.18,GB,Edgio,MTD
202210,Telin POP Monitoring,CDN Sales Edgecast,0,GB,Edgio,MTD
202212,TVRI,CDN Sales Edgecast,1764321.48,GB,Edgio,MTD
202302,Telin POP Monitoring,CDN Sales Edgecast,0,GB,Edgio,MTD
202304,Hoobex,CDN Sales Edgecast,0,GB,Edgio,MTD
202306,TVRI,CDN Sales Edgecast,1539209.58,GB,Edgio,MTD
202308,Telin POP Monitoring,CDN Sales Edgecast,0,GB,Edgio,MTD
202311,TVRI,CDN Sales Edgecast,1949045.76,GB,Edgio,MTD
202401,TVRI,CDN Sales Edgecast,388117.5,GB,Edgio,MTD
202003,Hoobex,CDN Sales Edgecast,0,GB,Edgio,MTD
202003,Telin POP Monitoring,CDN Sales Edgecast,0,GB,Edgio,MTD
202005,TVRI,CDN Sales Edgecast,899958.06,GB,Edgio,MTD
202006,TVRI,CDN Sales Edgecast,1163395.62,GB,Edgio,MTD
202010,Telin POP Monitoring,CDN Sales Edgecast,0,GB,Edgio,MTD
202010,TVRI,CDN Sales Edgecast,902335.919999999,GB,Edgio,MTD
202011,Hoobex,CDN Sales Edgecast,0,GB,Edgio,MTD
202011,Telin POP Monitoring,CDN Sales Edgecast,0,GB,Edgio,MTD
202012,Hoobex,CDN Sales Edgecast,0,GB,Edgio,MTD
202101,Hoobex,CDN Sales Edgecast,0,GB,Edgio,MTD
202102,TVRI,CDN Sales Edgecast,1221321.6,GB,Edgio,MTD
202103,Hoobex,CDN Sales Edgecast,0,GB,Edgio,MTD
202104,TVRI,CDN Sales Edgecast,763123.440000001,GB,Edgio,MTD
202109,Hoobex,CDN Sales Edgecast,0,GB,Edgio,MTD
202109,Telin POP Monitoring,CDN Sales Edgecast,0,GB,Edgio,MTD
202204,Hoobex,CDN Sales Edgecast,0,GB,Edgio,MTD
202205,Hoobex,CDN Sales Edgecast,0,GB,Edgio,MTD
202210,TVRI,CDN Sales Edgecast,2196388.2,GB,Edgio,MTD
202308,Hoobex,CDN Sales Edgecast,0,GB,Edgio,MTD
202310,Telin POP Monitoring,CDN Sales Edgecast,0,GB,Edgio,MTD
202311,Telin POP Monitoring,CDN Sales Edgecast,0,GB,Edgio,MTD
202402,TVRI,CDN Sales Edgecast,117547.56,GB,Edgio,MTD
202008,Telin POP Monitoring,CDN Sales Edgecast,0,GB,Edgio,MTD
202008,TVRI,CDN Sales Edgecast,772165.14,GB,Edgio,MTD
202012,TVRI,CDN Sales Edgecast,837684.36,GB,Edgio,MTD
202101,Telin POP Monitoring,CDN Sales Edgecast,0,GB,Edgio,MTD
202108,Telin POP Monitoring,CDN Sales Edgecast,0,GB,Edgio,MTD
202110,Telin POP Monitoring,CDN Sales Edgecast,0,GB,Edgio,MTD
202110,TVRI,CDN Sales Edgecast,1707863.16,GB,Edgio,MTD
202111,Hoobex,CDN Sales Edgecast,0,GB,Edgio,MTD
202203,TVRI,CDN Sales Edgecast,1610857.32,GB,Edgio,MTD
202206,Telin POP Monitoring,CDN Sales Edgecast,0,GB,Edgio,MTD
202206,TVRI,CDN Sales Edgecast,1506501,GB,Edgio,MTD
202211,TVRI,CDN Sales Edgecast,1839639.48,GB,Edgio,MTD
202301,Hoobex,CDN Sales Edgecast,0,GB,Edgio,MTD
202301,TVRI,CDN Sales Edgecast,2003709.6,GB,Edgio,MTD
202303,Telin POP Monitoring,CDN Sales Edgecast,0,GB,Edgio,MTD
202307,TVRI,CDN Sales Edgecast,1580729.88,GB,Edgio,MTD
202310,Hoobex,CDN Sales Edgecast,0,GB,Edgio,MTD
202310,TVRI,CDN Sales Edgecast,1805631.66,GB,Edgio,MTD
202311,Hoobex,CDN Sales Edgecast,0,GB,Edgio,MTD
202003,Hoobex,CDN Sales Edgecast,0,GB,Edgio,YTD
202004,Hoobex,CDN Sales Edgecast,0,GB,Edgio,YTD
202005,Hoobex,CDN Sales Edgecast,0,GB,Edgio,YTD
202006,Hoobex,CDN Sales Edgecast,0,GB,Edgio,YTD
202007,Hoobex,CDN Sales Edgecast,0,GB,Edgio,YTD
202008,Hoobex,CDN Sales Edgecast,0,GB,Edgio,YTD
202009,Hoobex,CDN Sales Edgecast,0,GB,Edgio,YTD
202010,Hoobex,CDN Sales Edgecast,0,GB,Edgio,YTD
202011,Hoobex,CDN Sales Edgecast,0,GB,Edgio,YTD
202012,Hoobex,CDN Sales Edgecast,0,GB,Edgio,YTD
202101,Hoobex,CDN Sales Edgecast,0,GB,Edgio,YTD
202102,Hoobex,CDN Sales Edgecast,0,GB,Edgio,YTD
202103,Hoobex,CDN Sales Edgecast,0,GB,Edgio,YTD
202104,Hoobex,CDN Sales Edgecast,0,GB,Edgio,YTD
202105,Hoobex,CDN Sales Edgecast,0,GB,Edgio,YTD
202106,Hoobex,CDN Sales Edgecast,0,GB,Edgio,YTD
202107,Hoobex,CDN Sales Edgecast,0,GB,Edgio,YTD
202108,Hoobex,CDN Sales Edgecast,0,GB,Edgio,YTD
202109,Hoobex,CDN Sales Edgecast,0,GB,Edgio,YTD
202110,Hoobex,CDN Sales Edgecast,0,GB,Edgio,YTD
202111,Hoobex,CDN Sales Edgecast,0,GB,Edgio,YTD
202112,Hoobex,CDN Sales Edgecast,0,GB,Edgio,YTD
202201,Hoobex,CDN Sales Edgecast,0,GB,Edgio,YTD
202202,Hoobex,CDN Sales Edgecast,0,GB,Edgio,YTD
202203,Hoobex,CDN Sales Edgecast,0,GB,Edgio,YTD
202204,Hoobex,CDN Sales Edgecast,0,GB,Edgio,YTD
202205,Hoobex,CDN Sales Edgecast,0,GB,Edgio,YTD
202206,Hoobex,CDN Sales Edgecast,0,GB,Edgio,YTD
202207,Hoobex,CDN Sales Edgecast,0,GB,Edgio,YTD
202208,Hoobex,CDN Sales Edgecast,0,GB,Edgio,YTD
202209,Hoobex,CDN Sales Edgecast,0,GB,Edgio,YTD
202210,Hoobex,CDN Sales Edgecast,0,GB,Edgio,YTD
202211,Hoobex,CDN Sales Edgecast,0,GB,Edgio,YTD
202212,Hoobex,CDN Sales Edgecast,0,GB,Edgio,YTD
202301,Hoobex,CDN Sales Edgecast,0,GB,Edgio,YTD
202302,Hoobex,CDN Sales Edgecast,0,GB,Edgio,YTD
202303,Hoobex,CDN Sales Edgecast,0,GB,Edgio,YTD
202304,Hoobex,CDN Sales Edgecast,0,GB,Edgio,YTD
202305,Hoobex,CDN Sales Edgecast,0,GB,Edgio,YTD
202306,Hoobex,CDN Sales Edgecast,0,GB,Edgio,YTD
202307,Hoobex,CDN Sales Edgecast,0,GB,Edgio,YTD
202308,Hoobex,CDN Sales Edgecast,0,GB,Edgio,YTD
202309,Hoobex,CDN Sales Edgecast,0,GB,Edgio,YTD
202310,Hoobex,CDN Sales Edgecast,0,GB,Edgio,YTD
202311,Hoobex,CDN Sales Edgecast,0,GB,Edgio,YTD
202312,Hoobex,CDN Sales Edgecast,0,GB,Edgio,YTD
202401,Hoobex,CDN Sales Edgecast,0,GB,Edgio,YTD
202402,Hoobex,CDN Sales Edgecast,0,GB,Edgio,YTD
202003,Telin POP Monitoring,CDN Sales Edgecast,0,GB,Edgio,YTD
202004,Telin POP Monitoring,CDN Sales Edgecast,0,GB,Edgio,YTD
202005,Telin POP Monitoring,CDN Sales Edgecast,0,GB,Edgio,YTD
202006,Telin POP Monitoring,CDN Sales Edgecast,0,GB,Edgio,YTD
202007,Telin POP Monitoring,CDN Sales Edgecast,0,GB,Edgio,YTD
202008,Telin POP Monitoring,CDN Sales Edgecast,0,GB,Edgio,YTD
202009,Telin POP Monitoring,CDN Sales Edgecast,0,GB,Edgio,YTD
202010,Telin POP Monitoring,CDN Sales Edgecast,0,GB,Edgio,YTD
202011,Telin POP Monitoring,CDN Sales Edgecast,0,GB,Edgio,YTD
202012,Telin POP Monitoring,CDN Sales Edgecast,0,GB,Edgio,YTD
202101,Telin POP Monitoring,CDN Sales Edgecast,0,GB,Edgio,YTD
202102,Telin POP Monitoring,CDN Sales Edgecast,0,GB,Edgio,YTD
202103,Telin POP Monitoring,CDN Sales Edgecast,0,GB,Edgio,YTD
202104,Telin POP Monitoring,CDN Sales Edgecast,0,GB,Edgio,YTD
202105,Telin POP Monitoring,CDN Sales Edgecast,0,GB,Edgio,YTD
202106,Telin POP Monitoring,CDN Sales Edgecast,0,GB,Edgio,YTD
202107,Telin POP Monitoring,CDN Sales Edgecast,0,GB,Edgio,YTD
202108,Telin POP Monitoring,CDN Sales Edgecast,0,GB,Edgio,YTD
202109,Telin POP Monitoring,CDN Sales Edgecast,0,GB,Edgio,YTD
202110,Telin POP Monitoring,CDN Sales Edgecast,0,GB,Edgio,YTD
202111,Telin POP Monitoring,CDN Sales Edgecast,0,GB,Edgio,YTD
202112,Telin POP Monitoring,CDN Sales Edgecast,0,GB,Edgio,YTD
202201,Telin POP Monitoring,CDN Sales Edgecast,0,GB,Edgio,YTD
202202,Telin POP Monitoring,CDN Sales Edgecast,0,GB,Edgio,YTD
202203,Telin POP Monitoring,CDN Sales Edgecast,0,GB,Edgio,YTD
202204,Telin POP Monitoring,CDN Sales Edgecast,0,GB,Edgio,YTD
202205,Telin POP Monitoring,CDN Sales Edgecast,0,GB,Edgio,YTD
202206,Telin POP Monitoring,CDN Sales Edgecast,0,GB,Edgio,YTD
202207,Telin POP Monitoring,CDN Sales Edgecast,0,GB,Edgio,YTD
202208,Telin POP Monitoring,CDN Sales Edgecast,0,GB,Edgio,YTD
202209,Telin POP Monitoring,CDN Sales Edgecast,0,GB,Edgio,YTD
202210,Telin POP Monitoring,CDN Sales Edgecast,0,GB,Edgio,YTD
202211,Telin POP Monitoring,CDN Sales Edgecast,0,GB,Edgio,YTD
202212,Telin POP Monitoring,CDN Sales Edgecast,0,GB,Edgio,YTD
202301,Telin POP Monitoring,CDN Sales Edgecast,0,GB,Edgio,YTD
202302,Telin POP Monitoring,CDN Sales Edgecast,0,GB,Edgio,YTD
202303,Telin POP Monitoring,CDN Sales Edgecast,0,GB,Edgio,YTD
202304,Telin POP Monitoring,CDN Sales Edgecast,0,GB,Edgio,YTD
202305,Telin POP Monitoring,CDN Sales Edgecast,0,GB,Edgio,YTD
202306,Telin POP Monitoring,CDN Sales Edgecast,0,GB,Edgio,YTD
202307,Telin POP Monitoring,CDN Sales Edgecast,0,GB,Edgio,YTD
202308,Telin POP Monitoring,CDN Sales Edgecast,0,GB,Edgio,YTD
202309,Telin POP Monitoring,CDN Sales Edgecast,0,GB,Edgio,YTD
202310,Telin POP Monitoring,CDN Sales Edgecast,0,GB,Edgio,YTD
202311,Telin POP Monitoring,CDN Sales Edgecast,0,GB,Edgio,YTD
202312,Telin POP Monitoring,CDN Sales Edgecast,0,GB,Edgio,YTD
202401,Telin POP Monitoring,CDN Sales Edgecast,0,GB,Edgio,YTD
202402,Telin POP Monitoring,CDN Sales Edgecast,0,GB,Edgio,YTD
202003,TVRI,CDN Sales Edgecast,810600.899999999,GB,Edgio,YTD
202004,TVRI,CDN Sales Edgecast,3141101.22,GB,Edgio,YTD
202005,TVRI,CDN Sales Edgecast,4041059.28,GB,Edgio,YTD
202006,TVRI,CDN Sales Edgecast,5204454.9,GB,Edgio,YTD
202007,TVRI,CDN Sales Edgecast,6207344.4,GB,Edgio,YTD
202008,TVRI,CDN Sales Edgecast,6979509.54,GB,Edgio,YTD
202009,TVRI,CDN Sales Edgecast,7745260.86,GB,Edgio,YTD
202010,TVRI,CDN Sales Edgecast,8647596.78,GB,Edgio,YTD
202011,TVRI,CDN Sales Edgecast,9387314.94,GB,Edgio,YTD
202012,TVRI,CDN Sales Edgecast,10224999.3,GB,Edgio,YTD
202101,TVRI,CDN Sales Edgecast,4602823.38,GB,Edgio,YTD
202102,TVRI,CDN Sales Edgecast,5824144.98,GB,Edgio,YTD
202103,TVRI,CDN Sales Edgecast,6573814.32,GB,Edgio,YTD
202104,TVRI,CDN Sales Edgecast,7336937.76,GB,Edgio,YTD
202105,TVRI,CDN Sales Edgecast,8121866.34,GB,Edgio,YTD
202106,TVRI,CDN Sales Edgecast,8864513.22,GB,Edgio,YTD
202107,TVRI,CDN Sales Edgecast,9928767.06,GB,Edgio,YTD
202108,TVRI,CDN Sales Edgecast,10847369.88,GB,Edgio,YTD
202109,TVRI,CDN Sales Edgecast,12012226.08,GB,Edgio,YTD
202110,TVRI,CDN Sales Edgecast,13720089.24,GB,Edgio,YTD
202111,TVRI,CDN Sales Edgecast,14833941.24,GB,Edgio,YTD
202112,TVRI,CDN Sales Edgecast,16205088.24,GB,Edgio,YTD
202201,TVRI,CDN Sales Edgecast,2197671.48,GB,Edgio,YTD
202202,TVRI,CDN Sales Edgecast,3604760.52,GB,Edgio,YTD
202203,TVRI,CDN Sales Edgecast,5215617.84,GB,Edgio,YTD
202204,TVRI,CDN Sales Edgecast,6719576.94,GB,Edgio,YTD
202205,TVRI,CDN Sales Edgecast,8493366.9,GB,Edgio,YTD
202206,TVRI,CDN Sales Edgecast,9999867.9,GB,Edgio,YTD
202207,TVRI,CDN Sales Edgecast,11773257.36,GB,Edgio,YTD
202208,TVRI,CDN Sales Edgecast,13746477.9,GB,Edgio,YTD
202209,TVRI,CDN Sales Edgecast,15782704.08,GB,Edgio,YTD
202210,TVRI,CDN Sales Edgecast,17979092.28,GB,Edgio,YTD
202211,TVRI,CDN Sales Edgecast,19818731.76,GB,Edgio,YTD
202212,TVRI,CDN Sales Edgecast,21583053.24,GB,Edgio,YTD
202301,TVRI,CDN Sales Edgecast,2003709.6,GB,Edgio,YTD
202302,TVRI,CDN Sales Edgecast,4389645.06,GB,Edgio,YTD
202303,TVRI,CDN Sales Edgecast,6217508.7,GB,Edgio,YTD
202304,TVRI,CDN Sales Edgecast,9434516.69999999,GB,Edgio,YTD
202305,TVRI,CDN Sales Edgecast,11265638.04,GB,Edgio,YTD
202306,TVRI,CDN Sales Edgecast,12804847.62,GB,Edgio,YTD
202307,TVRI,CDN Sales Edgecast,14385577.5,GB,Edgio,YTD
202308,TVRI,CDN Sales Edgecast,15736076.52,GB,Edgio,YTD
202309,TVRI,CDN Sales Edgecast,17047267.56,GB,Edgio,YTD
202310,TVRI,CDN Sales Edgecast,18852899.22,GB,Edgio,YTD
202311,TVRI,CDN Sales Edgecast,20801944.98,GB,Edgio,YTD
202312,TVRI,CDN Sales Edgecast,23354146.38,GB,Edgio,YTD
202401,TVRI,CDN Sales Edgecast,388117.5,GB,Edgio,YTD
202402,TVRI,CDN Sales Edgecast,505665.06,GB,Edgio,YTD
202306,UseeTV,CDN Sales Conversant,9.814125E-06,GB,Conversant,MTD
202209,49-RRI,CDN Sales Conversant,661.072824476625,GB,Conversant,MTD
202106,Himedik,CDN Sales Conversant,0.00379545075,GB,Conversant,MTD
202109,49-RRI,CDN Sales Conversant,933.72424945825,GB,Conversant,MTD
202309,Himedik,CDN Sales Conversant,0.001267847,GB,Conversant,MTD
202105,UseeTV,CDN Sales Conversant,2.177075E-05,GB,Conversant,MTD
202401,Himedik,CDN Sales Conversant,0.00533630125,GB,Conversant,MTD
202201,49-RRI,CDN Sales Conversant,459.035491436375,GB,Conversant,MTD
202209,Himedik,CDN Sales Conversant,0.0015421685,GB,Conversant,MTD
202301,Himedik,CDN Sales Conversant,0.001366963625,GB,Conversant,MTD
202206,UseeTV,CDN Sales Conversant,2.9056125E-05,GB,Conversant,MTD
202108,UseeTV,CDN Sales Conversant,2.5271625E-05,GB,Conversant,MTD
202212,Himedik,CDN Sales Conversant,0.001969181875,GB,Conversant,MTD
202311,UseeTV,CDN Sales Conversant,0.00095698,GB,Conversant,MTD
202404,Himedik,CDN Sales Conversant,0.000191431875,GB,Conversant,MTD
202304,Himedik,CDN Sales Conversant,0.001372201,GB,Conversant,MTD
202112,Himedik,CDN Sales Conversant,0.00070587725,GB,Conversant,MTD
202204,Himedik,CDN Sales Conversant,0.00144527625,GB,Conversant,MTD
202206,49-RRI,CDN Sales Conversant,560.634450235125,GB,Conversant,MTD
202203,UseeTV,CDN Sales Conversant,1.50535E-05,GB,Conversant,MTD
202312,Himedik,CDN Sales Conversant,0.001167232125,GB,Conversant,MTD
202211,UseeTV,CDN Sales Conversant,1.22425E-05,GB,Conversant,MTD
202106,49-RRI,CDN Sales Conversant,999.642606274625,GB,Conversant,MTD
202109,Himedik,CDN Sales Conversant,0.000814904875,GB,Conversant,MTD
202201,Himedik,CDN Sales Conversant,0.000957525375,GB,Conversant,MTD
202303,UseeTV,CDN Sales Conversant,3.5503875E-05,GB,Conversant,MTD
202303,Himedik,CDN Sales Conversant,0.001302198375,GB,Conversant,MTD
202403,UseeTV,CDN Sales Conversant,1.225125E-06,GB,Conversant,MTD
202107,49-RRI,CDN Sales Conversant,1184.82130234,GB,Conversant,MTD
202203,Himedik,CDN Sales Conversant,0.001302045125,GB,Conversant,MTD
202108,Himedik,CDN Sales Conversant,0.000826651875,GB,Conversant,MTD
202208,UseeTV,CDN Sales Conversant,2.027475E-05,GB,Conversant,MTD
202311,Himedik,CDN Sales Conversant,0.006120643625,GB,Conversant,MTD
202301,49-RRI,CDN Sales Conversant,0.008851908,GB,Conversant,MTD
202403,Himedik,CDN Sales Conversant,0.005599364125,GB,Conversant,MTD
202211,Himedik,CDN Sales Conversant,0.00160801725,GB,Conversant,MTD
202308,UseeTV,CDN Sales Conversant,3.3969375E-05,GB,Conversant,MTD
202207,49-RRI,CDN Sales Conversant,546.800469653375,GB,Conversant,MTD
202103,UseeTV,CDN Sales Conversant,7.7745E-06,GB,Conversant,MTD
202111,UseeTV,CDN Sales Conversant,1.3813875E-05,GB,Conversant,MTD
202204,49-RRI,CDN Sales Conversant,593.748438223125,GB,Conversant,MTD
202205,UseeTV,CDN Sales Conversant,2.35465E-05,GB,Conversant,MTD
202111,Himedik,CDN Sales Conversant,0.004683035,GB,Conversant,MTD
202112,49-RRI,CDN Sales Conversant,733.323692216125,GB,Conversant,MTD
202104,49-RRI,CDN Sales Conversant,959.091352541875,GB,Conversant,MTD
202305,UseeTV,CDN Sales Conversant,1.1116E-05,GB,Conversant,MTD
202103,Himedik,CDN Sales Conversant,0.000550903875,GB,Conversant,MTD
202306,Himedik,CDN Sales Conversant,0.001542569625,GB,Conversant,MTD
202212,49-RRI,CDN Sales Conversant,0.160555853125,GB,Conversant,MTD
202206,Himedik,CDN Sales Conversant,0.0009556075,GB,Conversant,MTD
202210,UseeTV,CDN Sales Conversant,2.1882875E-05,GB,Conversant,MTD
202202,Himedik,CDN Sales Conversant,0.0048134185,GB,Conversant,MTD
202112,UseeTV,CDN Sales Conversant,1.6494375E-05,GB,Conversant,MTD
202205,49-RRI,CDN Sales Conversant,609.260183905125,GB,Conversant,MTD
202310,UseeTV,CDN Sales Conversant,6.3577E-05,GB,Conversant,MTD
202305,Himedik,CDN Sales Conversant,0.001935155375,GB,Conversant,MTD
202402,UseeTV,CDN Sales Conversant,4.94375E-07,GB,Conversant,MTD
202105,49-RRI,CDN Sales Conversant,1090.90607113537,GB,Conversant,MTD
202202,UseeTV,CDN Sales Conversant,0.00136867475,GB,Conversant,MTD
202205,Himedik,CDN Sales Conversant,0.001338753875,GB,Conversant,MTD
